Person ID,Activity Type,Start Time,End Time,Duration (minutes),Date
262,Sleeping,21:31,04:44,433,2023-01-06
20,Shopping,11:06,11:49,43,2023-02-07
108,Cleaning,08:47,09:57,70,2023-01-14
225,Sleeping,21:36,03:36,360,2023-05-16
111,Shopping,11:43,11:58,15,2023-01-14
415,Sleeping,21:46,04:10,384,2023-04-19
376,Cleaning,10:27,11:09,42,2023-03-25
138,Relaxing,19:38,20:30,52,2023-02-21
467,Exercising,06:18,07:01,43,2023-01-07
132,Walking,07:38,08:12,34,2023-05-10
30,Sleeping,22:26,04:26,360,2023-02-14
238,Cleaning,10:11,10:29,18,2023-04-14
369,Relaxing,18:58,19:23,25,2023-06-05
54,Sleeping,22:19,06:22,483,2023-02-24
4,Walking,08:26,08:58,32,2023-01-15
98,Shopping,11:07,12:00,53,2023-04-06
294,Cleaning,11:14,12:10,56,2023-04-14
482,Exercising,06:49,07:36,47,2023-06-03
401,Cooking,19:27,19:59,32,2023-04-26
371,Cooking,17:02,17:25,23,2023-06-24
367,Relaxing,20:57,21:46,49,2023-04-15
135,Relaxing,21:03,21:54,51,2023-01-24
371,Exercising,07:13,07:50,37,2023-02-07
205,Working,07:02,08:54,112,2023-05-28
265,Relaxing,19:32,20:19,47,2023-03-29
46,Eating,11:32,11:53,21,2023-05-02
166,Cooking,16:55,17:18,23,2023-02-23
471,Exercising,07:55,08:36,41,2023-01-19
273,Working,06:31,08:32,121,2023-03-01
481,Socializing,19:54,21:12,78,2023-01-12
209,Cleaning,10:20,10:48,28,2023-05-28
120,Shopping,12:30,13:36,66,2023-06-23
91,Shopping,12:23,13:27,64,2023-02-08
396,Socializing,19:47,21:06,79,2023-04-09
257,Sleeping,22:42,05:30,408,2023-06-30
41,Walking,07:13,08:05,52,2023-05-20
452,Eating,10:39,10:57,18,2023-06-03
54,Cleaning,08:54,09:44,50,2023-04-14
400,Eating,14:03,14:23,20,2023-05-03
39,Socializing,19:35,20:56,81,2023-02-12
92,Walking,08:23,09:00,37,2023-02-09
197,Cooking,16:55,17:30,35,2023-03-11
212,Relaxing,19:26,20:14,48,2023-05-27
239,Sleeping,23:12,07:29,497,2023-04-24
356,Eating,14:29,15:01,32,2023-03-23
123,Relaxing,20:18,21:18,60,2023-06-27
166,Relaxing,19:05,20:40,95,2023-01-07
163,Cleaning,10:55,12:01,66,2023-04-01
408,Walking,06:47,07:11,24,2023-01-10
35,Sleeping,22:30,04:49,379,2023-06-21
287,Walking,06:29,07:17,48,2023-04-02
393,Cooking,17:16,17:55,39,2023-04-29
286,Sleeping,21:38,05:14,456,2023-04-09
199,Shopping,11:48,12:20,32,2023-03-01
300,Shopping,11:34,12:30,56,2023-03-12
434,Shopping,12:01,12:53,52,2023-06-17
381,Shopping,11:55,13:05,70,2023-05-26
272,Cooking,18:19,18:29,10,2023-03-23
153,Shopping,10:11,11:17,66,2023-05-11
459,Cleaning,10:02,10:58,56,2023-04-09
465,Cooking,18:48,19:17,29,2023-01-10
66,Exercising,05:45,06:38,53,2023-02-18
149,Shopping,10:52,11:18,26,2023-05-25
56,Working,07:37,09:20,103,2023-05-24
343,Socializing,18:34,19:23,49,2023-03-25
223,Exercising,07:18,08:01,43,2023-06-19
212,Working,08:55,11:55,180,2023-01-15
277,Cleaning,08:57,09:49,52,2023-05-19
236,Sleeping,22:02,04:22,380,2023-03-31
51,Sleeping,21:47,04:50,423,2023-01-31
233,Working,08:19,10:21,122,2023-01-29
433,Socializing,20:17,22:38,141,2023-06-25
65,Working,09:30,11:14,104,2023-02-26
23,Walking,05:35,05:59,24,2023-01-30
430,Working,09:15,12:18,183,2023-03-30
81,Eating,12:57,13:27,30,2023-03-21
401,Walking,08:39,09:24,45,2023-05-11
165,Cleaning,09:23,09:52,29,2023-06-25
404,Cleaning,08:35,09:29,54,2023-02-27
93,Cleaning,08:43,09:22,39,2023-04-28
49,Sleeping,22:51,05:44,413,2023-01-31
28,Socializing,18:09,19:56,107,2023-05-03
270,Walking,09:19,09:52,33,2023-01-29
138,Shopping,09:39,10:44,65,2023-02-20
499,Eating,14:22,14:44,22,2023-05-04
35,Sleeping,22:21,05:14,413,2023-05-09
423,Sleeping,21:31,04:11,400,2023-01-06
286,Shopping,12:28,13:16,48,2023-04-04
393,Socializing,17:35,19:36,121,2023-03-07
423,Working,08:48,09:50,62,2023-03-27
401,Eating,13:32,13:42,10,2023-02-25
229,Walking,07:41,08:06,25,2023-01-19
490,Cleaning,08:34,09:23,49,2023-05-22
245,Sleeping,21:57,04:55,418,2023-03-20
294,Walking,07:58,08:15,17,2023-02-11
197,Working,08:17,09:45,88,2023-03-25
169,Working,09:53,12:51,178,2023-06-07
328,Working,10:24,11:56,92,2023-06-10
332,Cooking,17:27,17:51,24,2023-02-14
356,Working,10:23,11:53,90,2023-04-14
157,Relaxing,20:44,21:02,18,2023-03-30
30,Cooking,19:12,19:39,27,2023-02-07
31,Exercising,05:45,06:10,25,2023-01-09
172,Walking,08:52,09:08,16,2023-04-06
437,Relaxing,19:31,20:49,78,2023-05-07
254,Exercising,07:55,08:47,52,2023-05-29
311,Cleaning,10:58,11:46,48,2023-02-07
94,Eating,12:54,13:14,20,2023-03-26
240,Walking,10:17,10:53,36,2023-06-11
85,Relaxing,20:55,21:38,43,2023-01-30
160,Relaxing,18:47,20:14,87,2023-02-27
276,Cleaning,09:26,09:53,27,2023-06-22
318,Sleeping,21:30,05:04,454,2023-02-13
484,Walking,08:35,09:08,33,2023-03-10
161,Walking,08:24,08:57,33,2023-01-18
411,Exercising,07:14,08:22,68,2023-02-04
323,Cleaning,09:46,10:13,27,2023-01-15
487,Shopping,10:51,11:52,61,2023-06-20
131,Sleeping,21:52,04:24,392,2023-02-08
120,Working,09:40,12:10,150,2023-05-22
320,Eating,11:34,12:18,44,2023-04-15
78,Relaxing,20:59,22:23,84,2023-05-31
140,Walking,08:15,08:50,35,2023-06-04
286,Shopping,12:04,12:48,44,2023-01-27
425,Relaxing,19:31,20:51,80,2023-01-03
383,Eating,12:34,13:03,29,2023-03-08
87,Exercising,07:21,07:36,15,2023-03-29
496,Working,08:30,11:54,204,2023-05-05
105,Socializing,19:07,19:53,46,2023-01-28
454,Exercising,07:26,08:16,50,2023-04-12
305,Relaxing,20:01,20:39,38,2023-04-12
15,Cooking,16:32,16:51,19,2023-01-20
483,Cooking,17:02,17:53,51,2023-01-18
311,Socializing,19:48,21:07,79,2023-05-07
435,Eating,13:41,13:59,18,2023-03-20
497,Working,10:04,12:11,127,2023-06-23
55,Exercising,06:41,07:33,52,2023-04-09
210,Socializing,18:08,20:14,126,2023-03-17
233,Sleeping,21:42,05:18,456,2023-03-02
37,Shopping,10:34,11:27,53,2023-04-11
111,Sleeping,21:53,05:30,457,2023-01-21
91,Walking,08:53,09:34,41,2023-01-04
169,Cleaning,11:19,12:19,60,2023-02-16
208,Eating,14:21,14:50,29,2023-05-24
173,Walking,09:41,10:14,33,2023-01-11
362,Eating,13:13,13:38,25,2023-03-29
55,Working,07:38,09:55,137,2023-05-19
483,Cleaning,09:01,09:43,42,2023-01-05
182,Sleeping,22:19,04:43,384,2023-02-19
75,Cleaning,10:34,11:19,45,2023-05-24
467,Sleeping,21:51,05:57,486,2023-03-20
313,Cleaning,10:47,11:11,24,2023-06-07
173,Relaxing,21:18,21:40,22,2023-02-06
293,Eating,12:34,12:44,10,2023-01-05
34,Exercising,08:29,09:07,38,2023-03-03
58,Exercising,06:55,07:13,18,2023-01-17
442,Sleeping,21:47,05:56,489,2023-05-09
382,Cleaning,10:44,11:20,36,2023-01-23
194,Walking,06:18,06:28,10,2023-03-04
21,Cleaning,09:27,09:58,31,2023-03-29
77,Sleeping,21:43,06:43,540,2023-04-09
181,Working,10:22,12:56,154,2023-02-07
82,Walking,07:08,07:59,51,2023-04-10
247,Exercising,06:15,06:51,36,2023-06-19
274,Walking,09:02,09:31,29,2023-06-20
125,Relaxing,19:02,20:26,84,2023-01-27
90,Walking,07:01,08:17,76,2023-06-19
191,Sleeping,22:56,05:37,401,2023-02-11
33,Exercising,05:35,06:18,43,2023-06-06
120,Walking,09:49,10:45,56,2023-03-10
4,Cleaning,09:54,10:28,34,2023-02-09
317,Shopping,09:50,10:32,42,2023-02-03
227,Cooking,16:40,17:01,21,2023-05-07
332,Sleeping,22:30,04:58,388,2023-03-25
103,Shopping,09:59,10:58,59,2023-06-22
442,Relaxing,21:09,21:24,15,2023-01-27
314,Cleaning,09:41,10:41,60,2023-03-15
190,Walking,08:12,08:28,16,2023-05-17
119,Sleeping,22:05,04:15,370,2023-03-13
252,Exercising,06:35,07:11,36,2023-01-21
271,Cleaning,07:53,08:52,59,2023-02-25
217,Shopping,10:38,11:09,31,2023-04-30
57,Cooking,18:57,19:14,17,2023-02-26
212,Working,08:49,11:18,149,2023-05-28
451,Walking,07:35,08:25,50,2023-01-17
327,Socializing,20:06,20:47,41,2023-03-15
366,Socializing,16:35,17:55,80,2023-05-05
180,Socializing,19:14,20:56,102,2023-02-11
194,Walking,05:55,06:38,43,2023-02-28
439,Sleeping,20:36,04:33,477,2023-06-23
292,Cooking,18:15,18:45,30,2023-02-16
498,Walking,09:28,10:21,53,2023-03-07
211,Eating,14:00,14:17,17,2023-02-22
34,Relaxing,20:43,21:15,32,2023-04-10
327,Working,10:09,11:50,101,2023-02-03
341,Cleaning,08:53,09:26,33,2023-01-26
374,Socializing,19:14,21:24,130,2023-03-16
74,Shopping,13:28,14:29,61,2023-06-05
77,Exercising,06:01,06:45,44,2023-05-15
412,Cleaning,09:04,10:01,57,2023-01-02
364,Relaxing,19:37,20:53,76,2023-04-19
71,Socializing,17:48,18:21,33,2023-04-11
143,Working,09:59,12:01,122,2023-04-13
226,Socializing,19:52,21:59,127,2023-06-05
11,Cleaning,08:48,09:18,30,2023-03-26
106,Cleaning,11:06,11:30,24,2023-04-14
103,Eating,12:06,12:32,26,2023-01-25
8,Cooking,18:55,19:54,59,2023-04-01
444,Cleaning,10:13,11:06,53,2023-03-03
310,Exercising,07:52,08:34,42,2023-02-27
81,Working,08:28,10:21,113,2023-03-28
213,Cleaning,10:25,11:33,68,2023-06-07
54,Walking,06:31,06:57,26,2023-05-26
223,Socializing,19:19,20:50,91,2023-06-18
339,Eating,11:43,12:26,43,2023-01-04
245,Working,09:04,10:54,110,2023-06-03
355,Relaxing,18:40,20:04,84,2023-06-08
362,Eating,13:22,14:05,43,2023-01-13
89,Cleaning,09:08,09:34,26,2023-01-17
226,Socializing,19:51,21:20,89,2023-05-02
11,Walking,06:50,07:17,27,2023-02-28
416,Cleaning,11:19,11:42,23,2023-06-24
178,Relaxing,19:52,20:12,20,2023-02-02
100,Cooking,17:43,18:07,24,2023-02-26
320,Cooking,16:37,17:14,37,2023-03-07
257,Eating,13:06,13:30,24,2023-06-18
456,Eating,13:50,14:10,20,2023-03-04
22,Relaxing,20:12,21:10,58,2023-02-18
361,Relaxing,21:00,23:00,120,2023-01-21
401,Shopping,11:32,12:49,77,2023-04-17
331,Working,09:41,11:22,101,2023-04-16
443,Walking,07:31,07:58,27,2023-01-06
443,Working,08:44,09:50,66,2023-04-17
89,Exercising,05:36,06:27,51,2023-04-30
57,Eating,13:59,14:28,29,2023-03-21
179,Exercising,07:20,08:14,54,2023-05-20
119,Walking,05:53,06:42,49,2023-06-02
335,Relaxing,21:03,22:32,89,2023-03-01
287,Exercising,06:09,06:56,47,2023-05-23
459,Sleeping,23:23,06:46,443,2023-03-14
331,Exercising,07:53,08:47,54,2023-04-22
228,Walking,07:26,07:53,27,2023-06-17
451,Walking,08:12,08:50,38,2023-03-13
264,Working,07:52,09:35,103,2023-01-17
474,Cleaning,10:50,11:34,44,2023-03-10
228,Working,09:04,11:29,145,2023-05-29
339,Eating,12:21,12:37,16,2023-04-08
354,Eating,11:53,12:04,11,2023-01-04
433,Eating,13:37,13:53,16,2023-03-31
468,Sleeping,21:37,04:36,419,2023-03-05
239,Exercising,06:33,07:36,63,2023-06-09
13,Exercising,06:18,06:53,35,2023-06-03
210,Exercising,07:03,07:42,39,2023-04-26
317,Socializing,19:16,19:55,39,2023-05-29
213,Shopping,09:55,10:52,57,2023-04-21
168,Eating,12:09,12:30,21,2023-03-01
20,Cleaning,09:57,10:27,30,2023-04-10
129,Exercising,06:43,07:45,62,2023-05-28
136,Socializing,20:22,21:18,56,2023-04-14
340,Cooking,17:36,18:30,54,2023-01-25
8,Relaxing,22:07,23:04,57,2023-03-27
44,Walking,07:00,07:47,47,2023-05-19
274,Sleeping,22:16,06:19,483,2023-01-26
72,Relaxing,19:17,20:02,45,2023-05-28
40,Cleaning,10:29,11:26,57,2023-01-10
124,Cleaning,07:36,08:23,47,2023-06-01
398,Socializing,18:52,21:05,133,2023-06-19
336,Cleaning,11:17,12:03,46,2023-03-08
366,Socializing,17:20,17:55,35,2023-02-18
235,Relaxing,22:11,23:15,64,2023-03-17
356,Shopping,11:54,12:35,41,2023-02-14
186,Eating,13:48,14:14,26,2023-01-07
263,Cleaning,09:08,09:37,29,2023-02-03
403,Eating,14:09,14:25,16,2023-02-22
497,Working,09:39,12:22,163,2023-05-24
367,Shopping,11:57,12:12,15,2023-01-24
7,Walking,07:50,08:23,33,2023-06-13
122,Cooking,18:51,19:41,50,2023-04-26
407,Cleaning,08:32,09:08,36,2023-04-05
296,Eating,13:17,13:31,14,2023-02-27
166,Shopping,09:31,10:35,64,2023-04-26
99,Cleaning,10:28,11:02,34,2023-06-16
475,Eating,12:59,13:33,34,2023-05-13
62,Working,08:58,11:47,169,2023-01-01
213,Exercising,07:02,07:55,53,2023-01-30
347,Sleeping,22:02,06:20,498,2023-02-25
73,Shopping,09:16,10:08,52,2023-03-13
237,Working,08:14,11:01,167,2023-01-04
384,Cooking,16:48,17:12,24,2023-06-22
137,Cooking,18:21,18:56,35,2023-06-04
100,Sleeping,22:02,04:02,360,2023-05-09
116,Exercising,07:46,08:28,42,2023-03-04
331,Working,09:37,11:34,117,2023-05-05
129,Exercising,07:25,08:17,52,2023-01-29
317,Working,07:52,10:12,140,2023-01-26
320,Sleeping,22:22,05:14,412,2023-03-02
300,Sleeping,22:23,04:43,380,2023-04-02
400,Cleaning,11:53,12:28,35,2023-06-22
238,Exercising,08:03,09:03,60,2023-02-04
212,Socializing,18:37,19:27,50,2023-01-15
222,Cleaning,11:08,12:18,70,2023-05-21
138,Working,09:07,11:03,116,2023-04-11
138,Shopping,09:37,09:52,15,2023-06-02
427,Relaxing,20:09,20:40,31,2023-05-19
222,Relaxing,20:03,21:32,89,2023-03-03
378,Socializing,17:46,19:05,79,2023-02-23
421,Cooking,18:02,19:07,65,2023-05-27
228,Socializing,17:45,19:10,85,2023-05-18
42,Working,07:58,10:09,131,2023-02-15
456,Shopping,11:58,12:45,47,2023-04-14
302,Sleeping,22:42,07:33,531,2023-05-06
294,Cooking,17:39,18:28,49,2023-04-15
302,Working,08:35,10:42,127,2023-01-02
200,Socializing,18:30,21:08,158,2023-03-02
301,Cleaning,08:49,09:15,26,2023-02-17
118,Exercising,05:39,06:20,41,2023-05-06
19,Relaxing,20:38,21:30,52,2023-02-19
229,Walking,07:41,08:24,43,2023-06-21
331,Walking,08:39,09:18,39,2023-03-23
297,Eating,12:08,12:47,39,2023-01-18
394,Shopping,11:22,12:28,66,2023-01-24
389,Cleaning,08:09,08:32,23,2023-03-23
185,Sleeping,21:30,04:19,409,2023-01-09
339,Relaxing,18:59,19:19,20,2023-05-25
218,Shopping,11:41,12:45,64,2023-05-15
432,Relaxing,19:00,19:23,23,2023-02-28
254,Eating,15:07,15:29,22,2023-01-22
305,Exercising,06:45,07:48,63,2023-03-01
136,Eating,12:36,13:13,37,2023-03-23
194,Socializing,17:28,19:08,100,2023-01-30
112,Relaxing,19:08,19:49,41,2023-05-07
34,Sleeping,22:24,05:25,421,2023-01-22
373,Walking,08:08,08:18,10,2023-03-27
159,Sleeping,23:14,08:14,540,2023-02-24
273,Walking,06:42,07:09,27,2023-03-19
390,Sleeping,21:53,05:04,431,2023-01-18
436,Exercising,07:13,07:55,42,2023-01-10
235,Walking,09:58,10:09,11,2023-05-08
53,Shopping,12:19,12:34,15,2023-06-24
147,Cooking,20:00,20:50,50,2023-01-25
82,Shopping,10:09,11:24,75,2023-05-28
23,Cleaning,08:41,09:21,40,2023-06-04
25,Socializing,21:06,22:38,92,2023-05-14
265,Working,10:17,12:09,112,2023-06-12
403,Cooking,18:43,19:28,45,2023-01-11
16,Socializing,20:17,21:50,93,2023-04-20
262,Walking,10:27,11:05,38,2023-03-11
333,Exercising,05:57,06:55,58,2023-02-03
86,Exercising,08:12,09:29,77,2023-01-20
474,Eating,13:32,13:51,19,2023-01-25
477,Cooking,17:14,18:00,46,2023-02-21
183,Working,09:51,11:30,99,2023-04-05
485,Socializing,17:37,19:44,127,2023-05-30
456,Relaxing,21:15,21:56,41,2023-03-21
405,Shopping,11:46,12:01,15,2023-06-01
183,Shopping,11:52,12:41,49,2023-01-17
113,Exercising,06:29,07:20,51,2023-05-08
484,Cleaning,11:28,12:24,56,2023-04-21
430,Exercising,06:58,07:50,52,2023-06-17
388,Cooking,16:45,17:21,36,2023-02-11
246,Exercising,06:48,07:26,38,2023-01-28
180,Exercising,06:07,06:52,45,2023-04-18
265,Shopping,12:22,13:32,70,2023-04-08
329,Sleeping,22:00,04:09,369,2023-06-01
170,Shopping,12:13,12:51,38,2023-05-23
154,Exercising,05:44,06:20,36,2023-06-17
248,Relaxing,18:38,19:50,72,2023-06-30
29,Walking,08:01,08:30,29,2023-06-21
408,Cleaning,08:54,09:50,56,2023-04-12
474,Cooking,18:35,19:19,44,2023-04-07
401,Exercising,08:27,09:26,59,2023-01-26
89,Exercising,06:26,06:44,18,2023-02-22
205,Exercising,05:34,06:28,54,2023-03-24
305,Cleaning,09:51,10:01,10,2023-06-26
379,Sleeping,22:00,06:32,512,2023-02-04
487,Walking,08:28,09:04,36,2023-02-03
270,Relaxing,20:49,21:19,30,2023-05-23
287,Exercising,06:28,07:15,47,2023-01-03
7,Walking,07:58,08:08,10,2023-05-10
94,Eating,12:37,13:03,26,2023-06-28
218,Exercising,08:28,08:56,28,2023-02-05
225,Cleaning,11:06,11:57,51,2023-04-08
439,Shopping,10:19,10:34,15,2023-04-03
360,Exercising,07:13,07:49,36,2023-06-13
393,Shopping,11:03,11:52,49,2023-06-30
296,Shopping,12:25,13:04,39,2023-06-06
279,Exercising,06:36,07:22,46,2023-04-20
153,Exercising,05:28,06:09,41,2023-04-13
258,Cooking,18:07,18:52,45,2023-04-01
175,Cleaning,10:28,11:15,47,2023-05-06
382,Walking,08:39,09:42,63,2023-05-15
463,Working,09:14,11:09,115,2023-03-18
75,Walking,09:13,09:28,15,2023-02-16
201,Socializing,20:18,21:05,47,2023-04-29
312,Socializing,20:05,20:48,43,2023-06-13
422,Working,07:40,10:08,148,2023-01-17
91,Cleaning,11:07,11:51,44,2023-02-16
230,Working,08:16,11:12,176,2023-03-11
240,Cleaning,11:03,11:56,53,2023-06-24
80,Walking,08:09,09:04,55,2023-05-10
181,Cleaning,10:23,11:19,56,2023-02-13
422,Cooking,16:32,17:20,48,2023-04-15
441,Eating,13:47,14:02,15,2023-04-21
87,Cleaning,10:16,10:26,10,2023-02-05
200,Shopping,11:35,12:18,43,2023-02-15
34,Relaxing,21:21,22:02,41,2023-04-17
207,Cleaning,12:17,12:50,33,2023-01-30
355,Relaxing,19:18,20:20,62,2023-04-04
114,Cleaning,08:41,09:24,43,2023-01-02
272,Socializing,20:24,21:26,62,2023-02-02
268,Walking,08:30,08:49,19,2023-02-22
92,Cleaning,09:21,09:31,10,2023-03-04
213,Socializing,18:53,19:30,37,2023-01-30
249,Relaxing,19:11,19:59,48,2023-02-21
441,Walking,08:46,09:22,36,2023-03-17
457,Sleeping,21:36,05:02,446,2023-04-10
421,Relaxing,20:27,20:50,23,2023-03-04
125,Working,07:57,10:34,157,2023-02-18
164,Sleeping,22:26,04:32,366,2023-02-02
151,Relaxing,21:06,21:28,22,2023-02-10
79,Sleeping,23:08,06:29,441,2023-03-16
308,Exercising,09:03,09:43,40,2023-03-07
459,Shopping,10:36,11:52,76,2023-05-30
324,Cleaning,09:08,10:02,54,2023-04-30
392,Socializing,18:44,20:58,134,2023-06-22
245,Socializing,19:33,20:57,84,2023-02-07
474,Cooking,18:40,19:23,43,2023-04-02
281,Walking,10:08,10:42,34,2023-02-01
232,Relaxing,20:42,21:43,61,2023-03-27
132,Cooking,18:29,19:10,41,2023-05-05
15,Cooking,16:48,17:19,31,2023-06-09
182,Socializing,20:06,20:57,51,2023-02-19
85,Cleaning,10:31,11:02,31,2023-05-11
412,Working,07:35,09:23,108,2023-01-09
242,Socializing,19:30,20:44,74,2023-02-19
259,Shopping,13:12,14:24,72,2023-01-21
463,Sleeping,22:08,05:58,470,2023-05-29
449,Socializing,19:35,21:40,125,2023-02-07
435,Relaxing,21:18,21:33,15,2023-04-09
129,Eating,13:59,14:29,30,2023-03-30
